City,ZipCode,admname1,adm1,adm2,placename,Clown_Name,Clown_Na_1,Country
SPRINGFIELD,62704,Illinois,IL,Sangamon,Springfield,TWINKLES,TWINKLES,USA
SPRINGFIELD,62707,Illinois,IL,Sangamon,Springfield,SMILEE,SMILEE,USA
SPRINGFIELD,62707,Illinois,IL,Sangamon,Springfield,KLUTZO,KLUTZO,USA
SPRINGFIELD,62702,Illinois,IL,Sangamon,Springfield,BOBBO T CLOWN,BOBBO T CLOWN,USA
SPRINGFIELD,62702,Illinois,IL,Sangamon,Springfield,SPECKS,SPECKS,USA
SPRINGFIELD,62701,Illinois,IL,Sangamon,Springfield,,,USA
SPRINGFIELD,62712,Illinois,IL,Sangamon County,Springfield,KUPKAKE,KUPKAKE,USA
SPRINGFIELD,62712,Illinois,IL,Sangamon County,Springfield,JELLY BEAN,JELLY BEAN,USA
SPRINGFIELD,22153,Virginia,VA,Fairfax,Springfield,SPEECHLESS,SPEECHLESS,USA
SPRINGFIELD,22151,Virginia,VA,Fairfax,Springfield,BIGGO,BIGGO,USA
SPRINGFIELD,22153,Virginia,VA,Fairfax,Springfield,DR BUD,DR BUD,USA
SPRINGFIELD,22153,Virginia,VA,Fairfax,Springfield,,,USA
SPRINGFIELD,22153,Virginia,VA,Fairfax,Springfield,,,USA
SPRINGFIELD,22152,Virginia,VA,Fairfax,Springfield,BIG RED,BIG RED,USA
SPRINGFIELD,22152,Virginia,VA,Fairfax,Springfield,MUSTARD SEED,MUSTARD SEED,USA
SPRINGFIELD,22152,Virginia,VA,Fairfax,Springfield,PEPPERMINT,PEPPERMINT,USA
SPRINGFIELD,22153,Virginia,VA,Fairfax,Springfield,HI DIDDLEY,HI DIDDLEY,USA
SPRINGHILL,34610,Florida,FL,Pasco,Brooksville,BONZO,BONZO,USA
SPRINGTOWN,76082,Texas,TX,Parker,Springtown,CUDDLES,CUDDLES,USA
SPRINGVILLE,52336,Iowa,IA,Linn,Springville,VALE-A-BILITY,VALE-A-BILITY,USA
SPRINGVILLE,93265,California,CA,Tulare,Springville,GLITZ,GLITZ,USA
ST AUGUSTINE,32080,Florida,FL,St. Johns,Saint Augustine,JELLY BEAN THE CLOWN,JELLY BEAN THE CLOWN,USA
ST AUGUSTINE,32092,Florida,FL,St. Johns,Saint Augustine,SPARKLES,SPARKLES,USA
ST AUGUSTINE,32084,Florida,FL,St. Johns,Saint Augustine,SPARKY,SPARKY,USA
ST BONIFARIUS,55375,Minnesota,MN,Hennepin,Saint Bonifacius,COOKIE CRUMBLES,COOKIE CRUMBLES,USA
ST CHARLES,63303,Missouri,MO,St. Charles,Saint Charles,COOKIE,COOKIE,USA
ST CHARLES,63301,Missouri,MO,St. Charles,Saint Charles,DANO,DANO,USA
ST CHARLES,63301,Missouri,MO,St. Charles,Saint Charles,STARDUST,STARDUST,USA
ST CHARLES,63303,Missouri,MO,St. Charles,Saint Charles,GIGGLES,GIGGLES,USA
ST CHARLES,63301,Missouri,MO,St. Charles,Saint Charles,ROSIE,ROSIE,USA
ST CHARLES,63301,Missouri,MO,St. Charles,Saint Charles,FIRECRACKER,FIRECRACKER,USA
ST CHARLES,63303,Missouri,MO,St. Charles,Saint Charles,FUSSIE GUSSIE,FUSSIE GUSSIE,USA
ST CHARLES,63303,Missouri,MO,St. Charles,Saint Charles,SPUNKY BEANS,SPUNKY BEANS,USA
ST JOSEPH,64507,Missouri,MO,Buchanan,Saint Joseph,MISS TWINKLE,MISS TWINKLE,USA
ST LOUIS,63114,Missouri,MO,St. Louis,Saint Louis,COOKIE,COOKIE,USA
ST LOUIS,63138,Missouri,MO,St. Louis,Saint Louis,PETUNIA,PETUNIA,USA
ST LOUIS,63118,Missouri,MO,St. Louis (city),Saint Louis,JODLES,JODLES,USA
ST LOUIS,63123,Missouri,MO,St. Louis,Saint Louis,COTTON BOLL,COTTON BOLL,USA
ST LOUIS,63129,Missouri,MO,St. Louis,Saint Louis,ZINGIE,ZINGIE,USA
ST MICHAEL,55376,Minnesota,MN,Wright,Saint Michael,TOOTS,TOOTS,USA
ST MICHAEL,55376,Minnesota,MN,Wright,Saint Michael,GONZO,GONZO,USA
ST PAUL,55108,Minnesota,MN,Ramsey,Saint Paul,BUBBLES,BUBBLES,USA
ST PAUL,55106,Minnesota,MN,Ramsey,Saint Paul,GRANNY HUG A BUG,GRANNY HUG A BUG,USA
ST PAUL,55104,Minnesota,MN,Ramsey,Saint Paul,JOYFUL,JOYFUL,USA
ST PETERS,63376,Missouri,MO,St. Charles,Saint Peters,,,USA
ST PETERSBURG,33711,Florida,FL,Pinellas,Saint Petersburg,ANA BANANA,ANA BANANA,USA
ST PETERSBURG,33711,Florida,FL,Pinellas,Saint Petersburg,GOUCHI,GOUCHI,USA
ST PETERSBURG,33703,Florida,FL,Pinellas,Saint Petersburg,AUNTIE BON-BON,AUNTIE BON-BON,USA
ST PETERSBURG,33713,Florida,FL,Pinellas,Saint Petersburg,GARBANZO,GARBANZO,USA
ST PETERSBURG,33731,Florida,FL,Pinellas,Saint Petersburg,POPPIE,POPPIE,USA
ST PETERSBURG,33714,Florida,FL,Pinellas,Saint Petersburg,MIZZ DAZY,MIZZ DAZY,USA
ST PETERSBURG,33710,Florida,FL,Pinellas,Saint Petersburg,PINKY,PINKY,USA
ST PETERSBURG,33702,Florida,FL,Pinellas,Saint Petersburg,CANDY,CANDY,USA
ST ROBERT,65584,Missouri,MO,Pulaski,Saint Robert,DAZY,DAZY,USA
ST. LOUIS,63130,Missouri,MO,St. Louis,Saint Louis,MUFFIN,MUFFIN,USA
ST. LOUIS,63139,Missouri,MO,St. Louis (city),Saint Louis,HAYSEED,HAYSEED,USA
ST. PAUL,55107,Minnesota,MN,Ramsey,Saint Paul,POKEY,POKEY,USA
ST. PETERSBURG,33703,Florida,FL,Pinellas,Saint Petersburg,HONEYBELLE,HONEYBELLE,USA
STAFFORD,22554,Virginia,VA,Stafford,Stafford,LOLA THE CLOWN,LOLA THE CLOWN,USA
STAFFORD,22554,Virginia,VA,Stafford,Stafford,SALTY,SALTY,USA
STAFFORD,22554,Virginia,VA,Stafford,Stafford,SUNFLOWER,SUNFLOWER,USA
STAFFORD,22554,Virginia,VA,Stafford,Stafford,"PJ,MURSE MAY Q. BEDDA","PJ,MURSE MAY Q. BEDDA",USA
STAFFORD,22554,Virginia,VA,Stafford,Stafford,BAR-E-O-BOB,BAR-E-O-BOB,USA
STAFFORD,22554,Virginia,VA,Stafford,Stafford,CURLY GRACE,CURLY GRACE,USA
STAFFORD,22554,Virginia,VA,Stafford,Stafford,RINKLES,RINKLES,USA
STAMFORD,79553,Texas,TX,Jones,Stamford,P.J.,P.J.,USA
STATE CENTER,50247,Iowa,IA,Marshall,State Center,TULIP AND FRIENDS,TULIP AND FRIENDS,USA
STATE COLLEGE,16803,Pennsylvania,PA,Centre,State College,TOOT,TOOT,USA
STATEN ISLAND,10310,New York,NY,Richmond,Staten Island,THE PRINCESS OF BOZONIA,THE PRINCESS OF BOZONIA,USA
STATEN ISLAND,10306,New York,NY,Richmond,Staten Island,HO-HO,HO! HO!,USA
STATEN ISLAND,10306,New York,NY,Richmond,Staten Island,LOLLY FLOP,LOLLY FLOP,USA
STATEN ISLAND,10306,New York,NY,Richmond,Staten Island,CURLY SHIRLEY,CURLY SHIRLEY,USA
STATEN ISLAND,10309,New York,NY,Richmond,Staten Island,HAPPY,HAPPY,USA
STATEN ISLAND,10309,New York,NY,Richmond,Staten Island,BUBBLES,BUBBLES,USA
STATESBORO,30458,Georgia,GA,Bulloch,Statesboro,PEACHES,PEACHES,USA
STATESBORO,30458,Georgia,GA,Bulloch,Statesboro,SYLVESTER,SYLVESTER,USA
STEELTON,17113,Pennsylvania,PA,Dauphin,Harrisburg,HONEY B,HONEY B,USA
STENDAL,47585,Indiana,IN,Pike,Stendal,ITSY BITSY,ITSY BITSY,USA
STENDAL,47585,Indiana,IN,Pike,Stendal,TWILLY,TWILLY,USA
STERLING,20164,Virginia,VA,Loudoun,Sterling,BINKY,BINKY,USA
STICKNEY,60402,Illinois,IL,Cook,Berwyn,MAX,MAX,USA
STILLMAN VALLEY,61084,Illinois,IL,Ogle,Stillman Valley,ROPO,ROPO,USA
STILLWATER,55082,Minnesota,MN,Washington,Stillwater,AUGGIE,AUGGIE,USA
STOCKBRIDGE,30281,Georgia,GA,Henry,Stockbridge,BOWS,BOWS,USA
STOCKBRIDGE,30281,Georgia,GA,Henry,Stockbridge,BUTTUNS,BUTTUNS,USA
STOCKBRIDGE,30281,Georgia,GA,Henry,Stockbridge,DEW-E,DEW-E,USA
STOCKTON,95212,California,CA,San Joaquin,Stockton,HIK CUPS,HIK CUPS,USA
STOCKTON,95212,California,CA,San Joaquin,Stockton,SNEEZY,SNEEZY,USA
STOCKTON,95212,California,CA,San Joaquin,Stockton,LOLO D. HOBO,LOLO D. HOBO,USA
STONE MOUNTAIN,30083,Georgia,GA,DeKalb,Stone Mountain,LOLLY-POP,LOLLY POP,USA
STONY POINT,10980,New York,NY,Rockland,Stony Point,SASSIE,SASSIE,USA
STORY CITY,50248,Iowa,IA,Story,Story City,BRITE STAR,BRITE STAR,USA
STOUGHTON,2072,Massachusetts,MA,Norfolk,Stoughton,PICKLES,PICKLES,USA
STOW,44224,Ohio,OH,Summit,Stow,WALLY WOODBY,WALLY WOODBY,USA
STOW,44224,Ohio,OH,Summit,Stow,BABSIE,BABSIE,USA
STRATFORD,6614,Connecticut,CT,Fairfield,Stratford,MS. JUGGLES,MS. JUGGLES,USA
STRATFORD,6497,Connecticut,CT,Fairfield,Stratford,STARDUST,STARDUST,USA
STRATFORD,6614,Connecticut,CT,Fairfield,Stratford,CHECKERS,CHECKERS,USA
STRATFORD,6614,Connecticut,CT,Fairfield,Stratford,CUDDLES,CUDDLES,USA
STRATHAM,3885,New Hampshire,NH,Rockingham,Stratham,BUBBLEGUM,BUBBLEGUM,USA
STRATHAM,3885,New Hampshire,NH,Rockingham,Stratham,,,USA
STREATOR,61364,Illinois,IL,La Salle,Streator,KARROL,KARROL,USA
STRONG,4983,Maine,ME,Franklin,Strong,DING-A-LING,DING-A-LING,USA
STUART,50250,Iowa,IA,Guthrie,Stuart,ANDY ANN,ANDY ANN,USA
STUART,34997,Florida,FL,Martin,Stuart,KOOKY,KOOKY,USA
STUART,34997,Florida,FL,Martin,Stuart,ASHES,ASHES,USA
STUART,34997,Florida,FL,Martin,Stuart,POE POE,POE POE,USA
SUFFERN,10901,New York,NY,Rockland,Suffern,PEE WEE,PEE WEE,USA
SUFFERN,10901,New York,NY,Rockland,Suffern,COUSIN WILBUR,COUSIN WILBUR,USA
SUFFERN,10901,New York,NY,Rockland,Suffern,PEEP,PEEP,USA
SUFFERN,10901,New York,NY,Rockland,Suffern,BEAU,BEAU,USA
SUFFOLK,23438,Virginia,VA,Suffolk (city),Suffolk,DAFODILLY,DAFODILLY,USA
SUFFOLK,23435,Virginia,VA,Suffolk (city),Suffolk,,,USA
SUFFOLK,23434,Virginia,VA,Suffolk (city),Suffolk,SPUNKY,SPUNKY,USA
SUGAR CREEK,64054,Missouri,MO,Jackson,Independence,MIKEY,MIKEY,USA
SUGAR LAND,77478,Texas,TX,Fort Bend,Sugar Land,MS BELLE E LAFF,MS BELLE E LAFF,USA
SUGAR LAND,77479,Texas,TX,Fort Bend,Sugar Land,SPARKLE,SPARKLE,USA
SUGAR LAND,77478,Texas,TX,Fort Bend,Sugar Land,JUGGLES,JUGGLES,USA
SUGAR LAND,77478,Texas,TX,Fort Bend,Sugar Land,SNUGGLES,SNUGGLES,USA
SUGAR LAND,77478,Texas,TX,Fort Bend,Sugar Land,JJ,JJ,USA
SUGAR LAND,77478,Texas,TX,Fort Bend,Sugar Land,QUIGLEY,QUIGLEY,USA
SUGAR LAND,77478,Texas,TX,Fort Bend,Sugar Land,CHERRY VANILLA,CHERRY VANILLA,USA
SUGARLAND,77479,Texas,TX,Fort Bend,Sugar Land,TIC TOC,TIC TOC,USA
SUITLAND,20746,Maryland,MD,Prince George's,Suitland,CHA CHA,CHA CHA,USA
SUITLAND,20746,Maryland,MD,Prince George's,Suitland,CHA CHA,CHA CHA,
SULPHUR,70665,Louisiana,LA,Calcasieu,Sulphur,PRECIOUS,PRECIOUS,USA
SUMMERFIELD,34491,Florida,FL,Marion,Summerfield,FLOSSIE,FLOSSIE,USA
SUMMERFIELD,34491,Florida,FL,Marion,Summerfield,BUFFY,BUFFY,USA
SUMMERFIELD,34491,Florida,FL,Marion,Summerfield,SNICKERS,SNICKERS,USA
SUMMERFIELD,34491,Florida,FL,Marion,Summerfield,CHOO-CHOO,CHOO-CHOO,USA
SUMMERVILLE,29483,South Carolina,SC,Dorchester,Summerville,BARNACLE OR SKEEZIX,BARNACLE OR SKEEZIX,USA
SUMMERVILLE,29485,South Carolina,SC,Dorchester,Summerville,BUNNIE MCMUFFIN,BUNNIE MCMUFFIN,USA
SUN CITY,85373,Arizona,AZ,Maricopa,Sun City,DIMPLES,DIMPLES,USA
SUN CITY,85373,Arizona,AZ,Maricopa,Sun City,CUPCAKE,CUPCAKE,USA
SUN CITY,85373,Arizona,AZ,Maricopa,Sun City,SUGARBABE,SUGAR BABE,USA
SUN CITY,85373,Arizona,AZ,Maricopa,Sun City,CANDY,CANDY,USA
SUN CITY,85373,Arizona,AZ,Maricopa,Sun City,FOOTSIE,FOOTSIE,USA
SUN CITY,85373,Arizona,AZ,Maricopa,Sun City,,,USA
SUN CITY,85351,Arizona,AZ,Maricopa,Sun City,HEPSY,HEPSY,USA
SUN CITY WEST,85375,Arizona,AZ,Maricopa,Sun City West,GEO,GEO,USA
SUN CITY WEST,85375,Arizona,AZ,Maricopa,Sun City West,OCEY D CLOWN,OCEY D CLOWN,USA
SUN CITY WEST,85375,Arizona,AZ,Maricopa,Sun City West,WILLIE,WILLIE,USA
SUN VALLEY,83353,Idaho,ID,Blaine,Sun Valley,WHIMSEY,WHIMSEY,USA
SUN VALLEY,83353,Idaho,ID,Blaine,Sun Valley,HAPPY DOC,HAPPY DOC,USA
SUNNYSIDE,98944,Washington,WA,Yakima,Sunnyside,WALDO,WALDO,USA
SUNNYVALE,94088,California,CA,Santa Clara,Sunnyvale,HOMER,HOMER,USA
SUNNYVALE,94088,California,CA,Santa Clara,Sunnyvale,DEE,DEE DEE,USA
SUNNYVALE,94086,California,CA,Santa Clara,Sunnyvale,SUNNY,SUNNY,USA
SUNNYVALE,94086,California,CA,Santa Clara,Sunnyvale,TWINKLES,TWINKLES,USA
SUNNYVALE,94087,California,CA,Santa Clara,Sunnyvale,GIGGLES THE MAGICAL CLOWN,GIGGLES THE MAGICAL CLOWN,USA
SUNRISE,33345,Florida,FL,Broward,Fort Lauderdale,ANNA BANANA,ANNA BANANA,USA
SUNRISE,33313,Florida,FL,Broward,Fort Lauderdale,GIMPY THE CARTOONIST CLOWN,GIMPY THE CARTOONIST CLOWN,USA
SUNRISE BEACH,65037,Missouri,MO,Morgan,Gravois Mills,SPRINKLES,SPRINKLES,USA
SUNRIVER,97707,Oregon,OR,Deschutes,Bend,CHIZZY,CHIZZY,USA
SUPERIOR,54880,Wisconsin,WI,Douglas,Superior,CUDDLES,CUDDLES,USA
SUPERIOR,54880,Wisconsin,WI,Douglas,Superior,,,USA
SUTHERLAND,23885,Virginia,VA,Dinwiddie,Sutherland,VALENTINE,VALENTINE,USA
SUTHERLAND,23885,Virginia,VA,Dinwiddie,Sutherland,CLASSY D CLOWN,CLASSY D CLOWN,USA
SWANSEA,62226,Illinois,IL,St. Clair,Belleville,,,USA
SWARTZ CREEK,48473,Michigan,MI,Genesee,Swartz Creek,CHATTER BUG,CHATTER BUG,USA
SWEET HOME,97386,Oregon,OR,Linn,Sweet Home,LIBERTY,LIBERTY,USA
SYKESVILLE,21784,Maryland,MD,Carroll,Sykesville,SILLY WILLY,SILLY WILLY,USA
SYKESVILLE,21784,Maryland,MD,Carroll,Sykesville,SILLY WILLY,SILLY WILLY,
SYLVANIA,43560,Ohio,OH,Lucas,Sylvania,GIGGLES,GIGGLES,USA
SYLVANIA,43560,Ohio,OH,Lucas,Sylvania,,,USA
TACOMA,98409,Washington,WA,Pierce,Tacoma,MELON-E,MELON-E,USA
TACOMA,98405,Washington,WA,Pierce,Tacoma,WILLY MCWIGGLE,WILLY MCWIGGLE,USA
TALBOTT,37877,Tennessee,TN,Hamblen,Talbott,MR. BUNKY,MR. BUNKY,USA
TALLADEGA,35160,Alabama,AL,Talladega,Talladega,DUKE,DUKE,USA
TALLAHASSEE,32303,Florida,FL,Leon,Tallahassee,SPARKLES,SPARKLES,USA
TALLAHASSEE,32317,Florida,FL,Leon,Tallahassee,SQUEEKY,SQUEEKY,USA
TAMPA,33629,Florida,FL,Hillsborough,Tampa,TUTU,TU TU,USA
TAMPA,33610,Florida,FL,Hillsborough,Tampa,SNOOKY,SNOOKY,USA
TAMPA,33618,Florida,FL,Hillsborough,Tampa,JUNE HUG'A BUG,JUNE HUG'A BUG,USA
TAMPA,33688,Florida,FL,Hillsborough,Tampa,WAKI THE WIZARD,WAKI THE WIZARD,USA
TAPPAN,10983,New York,NY,Rockland,Tappan,TIC-TOC,TIC TOC,USA
TAPPAN,10983,New York,NY,Rockland,Tappan,GRACIE,GRACIE,USA
TAVARES,32778,Florida,FL,Lake,Tavares,MISS TOOTLES,MISS TOOTLES,USA
TAVARES,32778,Florida,FL,Lake,Tavares,HOBIE,HOBIE,USA
TAYLOR,76574,Texas,TX,Williamson,Taylor,JOYFUL THE CLOWN,JOYFUL THE CLOWN,USA
TAYLOR,76574,Texas,TX,Williamson,Taylor,VICTORY THE CLOWN,VICTORY THE CLOWN,USA
TAYLOR MILL,41015,Kentucky,KY,Kenton,Latonia,BOB-O THE MAGICAL CLOWN,BOB-O THE MAGICAL CLOWN,USA
TAYLORSVILLE,84118,Utah,UT,Salt Lake,Salt Lake City,DAISY,DAISY,USA
TAYLORVILLE,62568,Illinois,IL,Christian,Taylorville,SOMETIMES,SOMETIMES,USA
TAYLORVILLE,62568,Illinois,IL,Christian,Taylorville,TWINKLES,TWINKLES,USA
TAYLORVILLE,62568,Illinois,IL,Christian,Taylorville,,,USA
TECUMSEH,49286,Michigan,MI,Lenawee,Tecumseh,,,USA
TELL CITY,47586,Indiana,IN,Perry,Tell City,CHEE-Z,CHEE-Z,USA
TEMECULA,92592,California,CA,Riverside,Temecula,ME-TOO,ME-TOO,USA
TEMECULA,92592,California,CA,Riverside,Temecula,SQUIRT,SQUIRT,USA
TEMPLE,76501,Texas,TX,Bell,Temple,BUTTONS,BUTTONS,USA
TEMPLE HILLS,20748,Maryland,MD,Prince George's,Temple Hills,WINNIE,WINNIE,USA
TEMPLE HILLS,20748,Maryland,MD,Prince George's,Temple Hills,BOJO,BOJO,USA
TEMPLE HILLS,20748,Maryland,MD,Prince George's,Temple Hills,WINNIE,WINNIE,
TEMPLE HILLS,20748,Maryland,MD,Prince George's,Temple Hills,BOJO,BOJO,
TERRA CEIA ISLAND,34250,Florida,FL,Manatee,Terra Ceia,DIMPLES,DIMPLES,USA
THAYER,62689,Illinois,IL,Sangamon,Thayer,HOMER,HOMER,USA
THAYER,62689,Illinois,IL,Sangamon,Thayer,KOTTON KANDI,KOTTON KANDI,USA
THAYER,62689,Illinois,IL,Sangamon,Thayer,GIZMO,GIZMO,USA
THAYER,62689,Illinois,IL,Sangamon,Thayer,DAY-Z,DAY-Z,USA
THE VILLAGE,32162,Florida,FL,Sumter,Lady Lake,TOOTSEY,TOOTSEY,USA
THE VILLAGES,32162,Florida,FL,Sumter,Lady Lake,MUNCHKIN,MUNCHKIN,USA
THE VILLAGES,32159,Florida,FL,Lake,Lady Lake,FIORE,FIORE,USA
THE VILLAGES,32162,Florida,FL,Sumter,Lady Lake,DOO DAH,DOO DAH,USA
THE VILLAGES,32162,Florida,FL,Sumter,Lady Lake,ZIPPITY,ZIPPITY,USA
THE VILLAGES,32162,Florida,FL,Sumter,Lady Lake,DICKEE BIRD,DICKEE BIRD,USA
THE VILLAGES,32162,Florida,FL,Sumter,Lady Lake,LOLLY,LOLLY,USA
THE WOODLANDS,77380,Texas,TX,Montgomery,Spring,NUZ Q,NUZ Q,USA
THE WOODLANDS,77381,Texas,TX,Montgomery,Spring,CRICKET,CRICKET,USA
THE WOODLANDS,77384,Texas,TX,Montgomery,Conroe,POGO,POGO,USA
THE WOODLANDS,77381,Texas,TX,Montgomery,Spring,BUZZEE,BUZZEE,USA
THIENSVILLE,53092,Wisconsin,WI,Ozaukee,Thiensville,HI LO,HI LO,USA
THORNTON,80241,Colorado,CO,Adams,Denver,HAPPY/STUMBLINA,HAPPY/STUMBLINA,USA
THORNTON,76687,Texas,TX,Limestone,Thornton,BOMBO,BOMBO,USA
TIGARD,97224,Oregon,OR,Washington,Portland,NELLIE,NELLIE,USA
TIGARD,97224,Oregon,OR,Washington,Portland,SPARKLE,SPARKLE,USA
TILLAMOOK,97141,Oregon,OR,Tillamook,Tillamook,MR. ROBERT,MR. ROBERT,USA
TIMONIUM,21093,Maryland,MD,Baltimore,Lutherville Timonium,BOBALOUIE,BOBALOUIE,USA
TIMONIUM,21093,Maryland,MD,Baltimore,Lutherville Timonium,BOBALOUIE,BOBALOUIE,
TINTON FALLS,7712,New Jersey,NJ,Monmouth,Asbury Park,CASHEW PATRIZIO,CASHEW PATRIZIO,USA
TOA ALTA,953,Toa Alta,135,,Toa Alta,BLONY,BLONY,Puerto Rico
TOA ALTA,953,Toa Alta,135,,Toa Alta,DULCE CORAZONITA,DULCE CORAZONITA,Puerto Rico
TOA ALTA,953,Toa Alta,135,,Toa Alta,YASA,YASA,Puerto Rico
TOA ALTA,953,Toa Alta,135,,Toa Alta,BRILLONCIN,BRILLONCIN,Puerto Rico
TOA BAJA,949,Toa Baja,137,,Toa Baja,COOKIE,COOKIE,Puerto Rico
TOA BAJA,949,Toa Baja,137,,Toa Baja,PASTORCITA,PASTORCITA,Puerto Rico
TOA BAJA,951,Toa Baja,137,,Toa Baja,BOLINCITO,BOLINCITO,Puerto Rico
TOA BAJA,951,Toa Baja,137,,Toa Baja,BOLIN,BOLIN,Puerto Rico
TOA BAJA,951,Toa Baja,137,,Toa Baja,RUBY,RUBY,Puerto Rico
TOA BAJA,951,Toa Baja,137,,Toa Baja,MADAM CHELLY,MADAM CHELLY,Puerto Rico
TOA BAJA,949,Toa Baja,137,,Toa Baja,FAROLITA,FAROLITA,Puerto Rico
TOA BAJA,949,Toa Baja,137,,Toa Baja,FINITO,FINITO,Puerto Rico
TOA BAJA,952,Toa Baja,137,,Sabana Seca,POCOCO,POCOCO,Puerto Rico
TOANO,23168,Virginia,VA,James City,Toano,SAWDUST,SAWDUST,USA
TOANO,23168,Virginia,VA,James City,Toano,TUTTLES,TUTTLES,USA
TOLEDO,43607,Ohio,OH,Lucas,Toledo,BIG SCOOTER,BIG SCOOTER,USA
TOLEDO,43611,Ohio,OH,Lucas,Toledo,BIRDIE,BIRDIE,USA
TOLLAND,6084,Connecticut,CT,Tolland,Tolland,ZELDA,ZELDA,USA
TOM BEAN,75489,Texas,TX,Grayson,Tom Bean,MATCHES,MATCHES,USA
TOMBALL,77377,Texas,TX,Harris,Tomball,DWEEBLES,DWEEBLES,USA
TOMBALL,77375,Texas,TX,Harris,Tomball,GET DOWN,GET DOWN,USA
TOMS RIVER,8757,New Jersey,NJ,Ocean,Toms River,SUNNY,SUNNY,USA
TOMS RIVER,8755,New Jersey,NJ,Ocean,Toms River,JJ HUGGLES,JJ HUGGLES,USA
TOMS RIVER,8755,New Jersey,NJ,Ocean,Toms River,FLIP,FLIP,USA
TOPEKA,66604,Kansas,KS,Shawnee,Topeka,ROSEY POSEY,ROSEY POSEY,USA
TORRANCE,90504,California,CA,Los Angeles,Torrance,,,USA
TORRANCE,90502,California,CA,Los Angeles,Torrance,Q THE STORYLADY,Q THE STORYLADY,USA
TOTOWA,7512,New Jersey,NJ,Passaic,Totowa,,,USA
TRACYTON,98393,Washington,WA,Kitsap,Tracyton,TILLEY,TILLEY,USA
TRAFFORD,15085,Pennsylvania,PA,Westmoreland,Trafford,KITTY BUTTONS,KITTY BUTTONS,USA
TRAFFORD,15085,Pennsylvania,PA,Westmoreland,Trafford,BUNKERS,BUNKERS,USA
TRAVELERS REST,29690,South Carolina,SC,Greenville,Travelers Rest,B.J.& PEE WEE,B.J.& PEE WEE,USA
TRAVERSE CITY,49684,Michigan,MI,Grand Traverse,Traverse City,CHERI CHERRY,CHERI CHERRY,USA
TRAVERSE CITY,49686,Michigan,MI,Grand Traverse,Traverse City,DAFFIE,DAFFIE,USA
TREASURE ISLAND,33706,Florida,FL,Pinellas,Saint Petersburg,BELLA,BELLA,USA
TRENTON,62293,Illinois,IL,Clinton,Trenton,DITZY,DITZY,USA
TRINITY,34655,Florida,FL,Pasco,New Port Richey,SPRITZ,SPRITZ,USA
TROY,59935,Montana,MT,Lincoln,Troy,MATCHLESS,MATCHLESS,USA
TROY,12182,New York,NY,Rensselaer,Troy,CHYA,CHYA,USA
TROY,12180,New York,NY,Rensselaer,Troy,CRANBERRY,CRANBERRY,USA
TROY,12180,New York,NY,Rensselaer,Troy,MELVIN,MELVIN,USA
TROY,45373,Ohio,OH,Miami,Troy,GIGGLES,GIGGLES,USA
TRUSSVILLE,35173,Alabama,AL,Jefferson,Trussville,FANCY PANTS,FANCY PANTS,USA
TUCSON,85746,Arizona,AZ,Pima,Tucson,2-EEE THE CLOWN,2-EEE THE CLOWN,USA
TUCSON,85711,Arizona,AZ,Pima,Tucson,YUMMY,YUMMY,USA
TUCSON,85704,Arizona,AZ,Pima,Tucson,BINKIE G,BINKIE G,USA
TUCSON,85710,Arizona,AZ,Pima,Tucson,WEEZIE,WEEZIE,USA
TUCSON,85711,Arizona,AZ,Pima,Tucson,ELFIE THE CLOWN,ELFIE THE CLOWN,USA
TUCSON,85749,Arizona,AZ,Pima,Tucson,KAYO,KAYO,USA
TULIA,79088,Texas,TX,Swisher,Tulia,SPARKLES,SPARKLES,USA
TULSA,74105,Oklahoma,OK,Tulsa,Tulsa,ROY G. BIV,ROY G. BIV,USA
TULSA,74105,Oklahoma,OK,Tulsa,Tulsa,LIL' BRAT,LIL' BRAT,USA
TULSA,74129,Oklahoma,OK,Tulsa,Tulsa,ELLIE BO,ELLIE BO,USA
TULSA,74145,Oklahoma,OK,Tulsa,Tulsa,PAPABOZO,PAPABOZO,USA
TULSA,74128,Oklahoma,OK,Tulsa,Tulsa,DR. MOONBEAM,DR. MOONBEAM,USA
TULSA,74135,Oklahoma,OK,Tulsa,Tulsa,SPARKLES,SPARKLES,USA
TULSA,74133,Oklahoma,OK,Tulsa,Tulsa,OCEANNIE,OCEANNIE,USA
TULSA,74133,Oklahoma,OK,Tulsa,Tulsa,DIPPY DO,DIPPY DO,USA
TULSA,74136,Oklahoma,OK,Tulsa,Tulsa,TUMBLES,TUMBLES,USA
TULSA,74105,Oklahoma,OK,Tulsa,Tulsa,PATCHES,PATCHES,USA
TULSA,74134,Oklahoma,OK,Tulsa,Tulsa,CHIPPER,CHIPPER,USA
TULSA,74127,Oklahoma,OK,Osage,Tulsa,ABIE,ABIE,USA
TULSA,74133,Oklahoma,OK,Tulsa,Tulsa,SPUNKEE,SPUNKEE,USA
TULSA,74146,Oklahoma,OK,Tulsa,Tulsa,RAZCAL,RAZCAL,USA
TUMWATER,98512,Washington,WA,Thurston,Olympia,FORGETFUL FRANNIE,FORGETFUL FRANNIE,USA
TUMWATER,98512,Washington,WA,Thurston,Olympia,PADDY,PADDY,USA
TWIN FALLS,83303,Idaho,ID,Twin Falls,Twin Falls,CHECKERS,CHECKERS,USA
TWIN FALLS,83303,Idaho,ID,Twin Falls,Twin Falls,DOULOS,DOULOS,USA
